video_id,time,author,text,emocja,pewnosc_emocji
0lM4Zsk9Pc8,1 miesiąc temu,@michakarosek,Kto mu powie?,LABEL_0,0.6220036745071411
SFbEawrM9fk,1 miesiąc temu,@kokodzambo3320," @pbiwojno  to gdzie ta ""wolność"" którą buzie wycierają jak Maciak stał przed drzwiami? Nie zastanawia Cię to?",LABEL_0,0.9207314252853394
acqYOuWJ2XE,5 dni temu,@małamiseczka,"I tak powiedzą,że Rafał wygrał.😂",LABEL_5,0.5704277753829956
OYskjDJ63UQ,1 dzień temu,@KlaraDuda-p4t,"Jakich oni wszyscy uzywaja tanich chwytow, taniosc i kicz przemawia. Traskowski i Nawrocki pod tym wzgledem wypadaja najgorzej, bo z debaty malo co sie dowiedzialam o ich programach, a wiecej o ich bolu tylka wobec innego kandydata. Najlepiej wypadl Zandberg, Biejat, Mentzen (chociaz totalnie swiatopogladowo sie z nim nie zgadzam). Wezmy ten duopol w koncu zniesmy.",LABEL_0,0.8847346305847168
04dDzmL-LN8,1 miesiąc temu,@user-gu6rm4tp1h,"Panie Hołownia, wypełnia pan polecenia premiera i Pan wspiera brak praworządności ,",LABEL_0,0.9323076605796814
tPvl8h7wS4I,2 dni temu,@polishviking3586,"...grunt, żeby był Polakiem, a nie 13-grudniowcem w czapce z Aurory...",LABEL_0,0.9102908968925476
drhIr2sYbzU,1 dzień temu,@Tomzxc779,Pusty kufel ze scyzorykiem w środku ;),LABEL_0,0.8552096486091614
e8XqrdckYCw,2 tygodnie temu,@patryklipinski2629,Hooyownia to kandydat karłów intelektualnych,LABEL_0,0.6941742897033691
5MkDICV7Trs,1 dzień temu,@ewakusinska6826," @espaproject4076  
 Masz 👍🆘 rację 🐺💌🫣
Cham i prostak 🆘🏴🏴🏴🏴🏴🏴",LABEL_0,0.5481255054473877
Q3mCysi5iWQ,1 miesiąc temu,@ANERI2005,"​ @LaMatrrix  Jeszcze się nie zorientowałeś, że od ponad 30-tu lat mamy tragiczną zabawę w dobrego i złego policjanta?
POPIS z przystawkami WON ‼️",LABEL_0,0.9244911670684814
YwbZ3rYXDM8,1 dzień temu,@slawekadamiak4492,DRAMAT!!!Tylko NAWROCKI,LABEL_4,0.7041277885437012
HU_tOLI2Hvc,2 tygodnie temu,@maciejmaciej80, @OPJ_Wojtek  dziecko jest nieprzytomne? Przecież nie podaje się znieczulenia.,LABEL_0,0.6358882784843445
hDemaLdJbr4,2 tygodnie temu,@adiso8055,"Tym razem świetnie wypadł Rafał Trzaskowski. Zdecydowanie było widać jego opanowanie i inteligencję. Chociaż w pewnej sytuacji się zdenerwował na Brauna, ale to akurat było w pełni uzasadnione. Każdy kto wahał się czy głosować na Trzaskowskiego, to po tej debacie jest pewien, że będzie dobrym prezydentem. Do tego dodajmy jego duże doświadczenie polityczne, obycie w świecie i umiejętność negocjacji. Oczywiście I tura to nadal głos na każdego do kogo jest bliżej, ale w II turze wyraźna większość Polaków będzie głosowała przeciwko Nawrockiemu.",LABEL_1,0.6431572437286377
QW2pTJJ5grk,3 tygodnie temu,@ElectroniCori,Brawo! Pni Profesor !!!,LABEL_4,0.9413086771965027
GIwff4nP6LU,1 miesiąc temu,@DamianAlmek,Mentzen 2025,LABEL_5,0.9434419274330139
HVlCQMtXZFU,2 dni temu,@tadeusztworzowski113,Jesteście bardzo wyraziste 😂powiedz coś o wizycie tuska i jego kolegów w Kijowie.  Może cos powiesz o białym proszku Merca i Macrona😂,LABEL_0,0.9076170325279236
YqfC1PvZtPg,4 tygodnie temu,@Mocny-r6,Nie trawię tej kobiety,LABEL_0,0.8450279831886292
YMg-Jx7eoZo,1 miesiąc temu,@ModusOperandi86, @paweczarnik8222  jako górnik życzę szybkiego powrotu do zdrowia,LABEL_5,0.36048516631126404
K4g_S65Yg-0,1 dzień temu,@Namiestnik.Króla,@EkranEki-eb8rw  bez trzymanki,LABEL_5,0.636454701423645
Vx5_YGvyhgY,3 tygodnie temu,@irenagutowska7188,Sorry pozdrawiam 🇵🇱⚘️,LABEL_4,0.8107084631919861
WuLUnOLbiNw,12 dni temu,@m.g.1250,"Poszedł sobie zrobić przerwę nie musi słuchać ich głupot bo bardzo dobrze je zna, nic nowego by nie usłyszał.",LABEL_0,0.8658002018928528
KiTg4fAf_zQ,1 miesiąc temu,@Krzysnik-kf2xw,On w zadny jezyku niue ma nic do powiedzenia konkretnego,LABEL_0,0.927794337272644
Xa4C1EKdpdM,2 tygodnie temu,@xibzorx,braun faktycznie gada jak opłacony  przez Putina,LABEL_0,0.9088506698608398
HU_tOLI2Hvc,11 dni temu,@krzysztofciomcia638,Bosak to jest facet jak trzeba.,LABEL_5,0.4886932969093323
P9i0WWOhVRg,4 tygodnie temu,@Ola_sus2030,Jakie to jest cudo,LABEL_4,0.853127121925354
gE0laXVB0qw,7 godzin temu,@agnieszka6316,"Ja! Bo to najlepszy kandydat z tej całej bandy! A wyuczone frazesy i hasła to raczej Memcen, który klepie na każdym spotkaniu kropka w kropkę to samo, ha, ha, ha. Nawrocki-Batyr nie lepszy - uczą go ci jego sztabowcy, żeby już nie był taki drewniany i tumanowaty, ale z hieny nie zrobisz tygrysa...",LABEL_0,0.9187681078910828
YMg-Jx7eoZo,1 miesiąc temu,@kwaternikkwateruch740,Zakłamywanie rzeczywistosci nie pomaga trzaskowskiemu i jego wyborcom 😁,LABEL_0,0.924084484577179
WP7EjE9zkUY,1 miesiąc temu,@tornados77, @renatasobczak5703  jacy akredytowani🤣🤣🤣,LABEL_0,0.8710783123970032
47eU0lRd4UI,4 tygodnie temu,@Xneutrone,wpdalaj do moswky wraz z nim,LABEL_0,0.5370824933052063
HVlCQMtXZFU,1 dzień temu,@monikahand,Gratulacje dla pani Doroty wspaniałeĵ dziennikarki🍀🍀🍀🍀🍀❣️,LABEL_4,0.9791538715362549
P1VIeoKuv3k,1 dzień temu,@Raf-1313,"@anoshiki11231  dalej nie czytasz że zrozumieniem.
Skup się na pierwszym, a omówimy dalsze.",LABEL_0,0.747154951095581
3C_GeLOrXDg,5 dni temu,@marcinlach1451,👇,LABEL_5,0.9205322861671448
p4ukw7Mhm5s,2 tygodnie temu,@gabrielabarakat51,Dobry Bog zrobil Co mogl a teraz trzeba zawolac fachowca Grzegorz Braun,LABEL_0,0.3555431365966797
WlLbKb3HtwE,1 dzień temu,@TeresaZotowska,Jest super pan Stanowisku .,LABEL_4,0.9107414484024048
jn8vgVIm_cw,2 dni temu,@aleksandrawucens1729,Damski bokser.,LABEL_5,0.8739808201789856
4XUDk5wIarU,4 dni temu,@ŁukaszBarg,GRZEGORZ BRAUN MOIM PREZYDENTEN 🇵🇱🇵🇱🇵🇱,LABEL_5,0.8000606298446655
Z89Qq74Fs00,1 miesiąc temu,@vladpalownik9857,TVP dno i metr mułu.,LABEL_0,0.8098651766777039
KiTg4fAf_zQ,2 tygodnie temu,@JM-id4hq,"Jeżeli  Nie wygra Karol Nawrocki 
Chętnie poprą Grzegorza Brauna 
Moja siostra , Razem 
Z Synami.
Będą głosować na 
Grzegorza Brauna ( Nawet mówi że zawiodła się bardzo na 
Mentzenie.
Kiedy odsuneli Brauna ) ​ @sebastossebastos ",LABEL_0,0.7331778407096863
qiMP6HlnaXQ,2 tygodnie temu,@JanKitracz,"ty bedziesz miał zakaz spalinowym, ale ona bedzie mogła benzynowym, czego nie rozumiesz 😂",LABEL_0,0.9101088643074036
lr3gjsSY_co,4 dni temu,@monig32,"Dokładnie. Jemy syf, pijemy syf, z góry sypią syf. A ciemny naród fascynuje się piłką!",LABEL_0,0.9136565923690796
30dDnzGc3ag,1 miesiąc temu,@azjatkiborka,Stanowski na prezydenta,LABEL_5,0.7246960997581482
-JH9onEuq9M,6 dni temu,@damianw.3962," @dam1an273  W jaki sposób Zandberg jest prorosyjski xD? Wybacz ale nazywanie zbrodniarza wojennego ""He is a great guy"", ""very smart guy"" to praktycznie ten sam podziw co wyraża Maciak.",LABEL_0,0.8884569406509399
vjf3BzpqDAk,2 tygodnie temu,@manixskorpion8534,Trzaskowski jest już lepszy od Holowni kłamie na całego ale nauczyciela miał dobrego porażka,LABEL_0,0.9264411926269531
WuLUnOLbiNw,5 dni temu,@lukiluk868,"niemcy już potajemnie sie spotykają
,,Media: Politycy z Niemiec spotykają się potajemnie z wysłannikami Kremla w Baku''",LABEL_0,0.6289950609207153
Ty4lnOFWtl8,2 tygodnie temu,@marekwozniak1122,"Rafałek mowi do Pana Brauna, żeby sie dokształcił 😅 żenua",LABEL_0,0.8433665037155151
7QAFj0G2N34,5 dni temu,@wiesawakiel594,To ten co kocha putina?,LABEL_0,0.7095165252685547
RNJegyGxwFA,13 dni temu,@SwPiotrek,Pan Stanowski robi fenomenalną robotę kandydując w wyborach prezydenckich.,LABEL_5,0.5616111159324646
9evQ1IszSVY,1 miesiąc temu,@Marian-g1y,Słucham i biję Brawo !!! Nareszcie powiedziano TO co powinno wiele lat temu Powiedzieć !!!,LABEL_4,0.5738467574119568
FjXF1fpAzGc,1 miesiąc temu,@angelsancz,"​ @maciej3405 żadnego wpływu na rzeczywistość nie mają zadne ""debaty"". Bo to śmiechuuwarte wszelkie debaty 😂",LABEL_0,0.8607359528541565
7ML9uNOVyfA,1 miesiąc temu,@ctomczyk,"Dramatyczna słaba jakość kandydatów. Jeżeli to wszystko, co mamy w swoich zasobach, to czy ludzie będą wybierać, czy będzie prezydent wybrany w ramach losowania, będzie bez znaczenia.",LABEL_0,0.5623618364334106
-JH9onEuq9M,6 dni temu,@stalagniot, @okuratnikkv  Can u believe that?,LABEL_5,0.8214473724365234
2K0MIRUzPwI,2 tygodnie temu,@janbrandys2754,malgorzatakalicinska1818 jak taka sztuka ( bez pejsow) stoi przy Szefie wolnej Polski Braun to to jest wielka kultuira,LABEL_0,0.9265006184577942
nj3C4Z7KrWg,2 tygodnie temu,@lukhor,😂,LABEL_5,0.7904690504074097
Q3mCysi5iWQ,1 miesiąc temu,@kajaalexandrowicz,"48:00 i tak będą przyjeżdżać,,,?
Po to właśnie te pytania a następnie po to jest wojsko by nasza decyzja była respektowana i realizowana. 
Co to znaczy,ze i tak będą przyjeżdżać?? W końcu to nasz kraj czy nie? 
Co to za texty w ogóle...",LABEL_0,0.8743924498558044
S0aPrA3SxZ0,3 tygodnie temu,@panswiata3756," @MrSyriusz1991  Skąd wiesz, że za darmo? Udowodnij, że nie kłamiesz!",LABEL_0,0.7994879484176636
WuLUnOLbiNw,10 dni temu,@kokodzambo3320," @cichutko2  a co uczciwość ma do uspokojenia nerwów. Poszedł zapalić. Nie widzisz belki, gdzie indziej a tu źdźbła się doszukujesz... ""Lol""? Nie myliłem się co do wieku :)",LABEL_0,0.917877197265625
SK8j0z_pUgg,1 miesiąc temu,@ketsunoalex4600,Tylko społeczeństwo nie zasługuje:(,LABEL_0,0.7140596508979797
uoNr-izIr0o,2 tygodnie temu,@iwonkabogusz5264, @Krlowanigu-mg6eg  Grzegorz Braun 🇵🇱❤️🇵🇱 18 Maj,LABEL_5,0.9305788278579712
GSuNnOr0Pac,2 dni temu,@frankklante5014,PRAWDA JEST SKANDALEM DLATEGO GLOSUJE GRZEGORZ BRAUN !!!,LABEL_0,0.903130054473877
ssbRjaEMaYs,4 dni temu,@magwegpiat231,"WOLNA POLSKA DLA POLAKÓW I GRZEGORZ BRAUN PREZYDENTEM POLSKI , TAK NAM DOPOMOŻ JESU .",LABEL_0,0.3236682116985321
Z89Qq74Fs00,1 miesiąc temu,@gabrielabławatek,"Wszyscy siedzą na yutubie  i nadają,nawet quń,opiniotwórcze centrum przenosi się do internetu, teraz każdy ma swoją telewizję, rewolucja kulturalna a raczej rewolucja komunikacyjna,telekomunikacyjna😂jak freudowsko przejęzyczył  się rafau,chyba był przerażony tymi wiadomościami z telefonu który mu dzwonił non stop przed debatą,bo wszystko  poszło nie tak,linia musiała mu się grzać, i wysiadł,nie tylko rafau,system wysiadł,przeciążenie i się zawiesił..",LABEL_0,0.5453483462333679
WP7EjE9zkUY,1 miesiąc temu,@robertoleksiak2694,Czy to Białoruś...bo nie oglądałem od początku???,LABEL_0,0.8780383467674255
WuLUnOLbiNw,2 tygodnie temu,@RafalWegrzyn-yq1hg,@fnifiks9930 wytłumacz proszę dlaczego ?? Ci cię skłoniło do tego byś podzielił się z nami taka myślą??,LABEL_0,0.9193432331085205
YqfC1PvZtPg,4 tygodnie temu,@rockmetalfan7885,Kochani! Kochani!,LABEL_5,0.895077645778656
ssbRjaEMaYs,3 dni temu,@POLSKApl-r3r,Szczęść   Boże  - Grzegorz  Braun  - akcja  -  NOLE  spotkania  Polaków,LABEL_4,0.7157140970230103
mDGdhM32fPE,1 miesiąc temu,@yodason1717,@ buahahaha Wyrazy szacunku dla Twojego dealera buhahahahaha,LABEL_0,0.8552411198616028
SIHYSbcvPzY,4 dni temu,@i0intense0i67,"Tak jak piszesz - dostaliście piętro od teściów, czyli mieliście gdzie mieszkać, na dziecko miejsce było i aktywna pomoc od teściów również. Tutaj głównie chodzi o to, że wielu ludzi nie ma takiego szczęścia i przed 26 r.ż. nie ma nawet pieniędzy na wynajmowanie całych mieszkań, a zaledwie pokoi, także gdzie mówimy tutaj o wychowywaniu dziecka.",LABEL_0,0.3562973141670227
U0Wu6Yj8It8,1 miesiąc temu,,"""Polak Mały"" był szczytem tej debaty. Nikt nie wiedział co to za człowiek który tam był, ja go pierwszy raz zobaczyłem w ogóle XD
I Biejat, zabierająca flagę LGBT.
Trzaskowski bez polskiej flagi, bez flagi LGBT, został z niczym",LABEL_0,0.901938796043396
EpUhR6x10Ww,4 tygodnie temu,@Paulinka-cc3jp,"Debata pokazala,ze Pan dr z Konskowoli ( lubelskie) , Jakubiak, Senyszyn i Biejat maja pojecie. Reszta kicha i klepanie z pamieci.",LABEL_0,0.792247474193573
p4ukw7Mhm5s,2 tygodnie temu,@TomaszPaweska,"Uważam, że Pan poseł Braun, POtraktował chama bardzo delikatnie.😊",LABEL_5,0.4416278898715973
9evQ1IszSVY,1 miesiąc temu,@suchytv3977, @olhacz  Nawet Jakubiak o tym wspomniał także,LABEL_5,0.919910728931427
D-LSi_fUaK0,2 tygodnie temu,@biglebowski866,Trzaskowski „jeszcze płynie ale kra nad nim zamarza”,LABEL_0,0.9003318548202515
uoNr-izIr0o,5 dni temu,@MatyldaK-gv7bo,"Wszyscy sie szykują na wojnę, tylko nie Braun . Głosujemy na niego",LABEL_0,0.8595542311668396
VaC3mfIZ5pQ,13 dni temu (edytowany),@Olexanek,"Mentzen kiedy mówi Hołownia: .....
Hołownia kiedy mówi Mentzen: A PAN NIE ZMIENIAŁ ZDANIA??!!! A PAN A PAN!!! NIE NIE? Kłamie pan kłamie pan 😂",LABEL_0,0.9114773869514465
HZuAkUn14Ck,1 dzień temu,@witoldpetrynowski7550,"A jeżeli ktoś przez pewien czas musiał być sam, bo nie zawsze czuje się dobrze?",LABEL_0,0.5002372860908508
ozmc8Wx_I2E,1 miesiąc temu,@pawekowalik126,Tylko Braun,LABEL_0,0.7592641115188599
L81QkyEWMC0,3 dni temu,@Edzia-zg2gw,"Jak jesteś zagrożeniem dla partyjniaków i ich medialnych kolesi to niestety postarają się w każdych mediach, żebyś był nieistotny, niewidzialny i niesłyszalny...",LABEL_0,0.8917818069458008
G7Rusqg2LqY,2 tygodnie temu,@jarekfafara9820,Siódmy xdd,LABEL_4,0.6345306634902954
JMcE6H-m-os,1 dzień temu,@logan888100,Kochani rodacy Pan Grzegorz Braun to jedyna prawdziwa i realna zmiany na lepsze dla naszej kochanej Ojczyzny! Braun na prezydenta!,LABEL_5,0.4552646577358246
V8fgO643crc,1 dzień temu,@kochamnoc334,"Tytuł filmiku - kłamstwa totalne!
ps. Nie jestem zwolennikiem Trzaskowskiego.",LABEL_0,0.871814489364624
0lM4Zsk9Pc8,4 tygodnie temu,@marialesniewicz9970,Kwasniewski byl za Trzaskowskimteraz po klęsce przeskoczył na Holownie Holownia jest marszałkiem nic nie zrobil,LABEL_0,0.8546764254570007
RNJegyGxwFA,2 tygodnie temu,@jozefk8948,Donald wybrał prowadzącą 🙈,LABEL_5,0.43163469433784485
-JH9onEuq9M,4 dni temu,@martakomarnicka-davletukae5298,I bardzo dobrze. Zostań w domu.,LABEL_4,0.9270912408828735
hDemaLdJbr4,2 tygodnie temu,@MichaZabiciel,"Brakuje tylko żeby 2 pytania były losowane bo ZERO kandydatów zadało pytania Zandbergowi, każdy się bał bycia zdeklasowanym",LABEL_0,0.7919073700904846
7ML9uNOVyfA,1 miesiąc temu,@KAT_Malkontentka,"7:23 - 7:28 ten moment uśmiechu do ""tchórza"" mówi więcej niż 1000 słów 😅",LABEL_0,0.38945791125297546
L8kqGzbmu6E,1 miesiąc temu,@dominikam.4396,Najbardziej pompowany kandydat Trzaskowski przegrał to,LABEL_0,0.8394694924354553
9evQ1IszSVY,3 tygodnie temu,@LifeBrain8,mieszkanie nie jest żadnym prawem xD,LABEL_0,0.8818641304969788
kNOy3z2kl68,12 dni temu,@1Jacza,20 minut i już miazga.  Trzeba mieć cojones na trudne czasy. Tylko  Grzegorz Michał Braun !!!! 💪,LABEL_0,0.6778253316879272
rZxHGFOj3VQ,1 miesiąc temu,@GrzegorzZakrzewski-v7c,Zwycięstwo zwycięstwo zwycięstwo zwycięstwo zwycięstwo zwycięstwo tylko pan Karol Nawrocki doktor nauk Polak ipatryjota prezydentem wszystkich ludzi pracy i rolników i emerytuw rencistów wszystkich ludzi dobrej woli Polska dla Polaków,LABEL_5,0.5438475608825684
kNOy3z2kl68,1 miesiąc temu,@bozenabakiera4954,"​ @alaalunia1391 Podejmowanie decyzji przez naród to nie Pan Braun, ale Pan  Bartoszewicz.  Pan Braun sam chce być głosem i podejmować dec.sam.Jeśli Polacy sami mają decydować i podejmować decyzje, to tylko w demokracji bezpośredniej Pana Bartoszewicza .",LABEL_0,0.8094595074653625
dNfMh09nJIk,1 dzień temu,@danielbarcewicz8226,Rafała Trzaskowski,LABEL_5,0.9403619766235352
_aAUZbbvEA0,3 tygodnie temu,@maropl2515,"Może i z jajami, w tej lewicy to różnie bywa, trudno powiedzieć co tam mają pod ubraniem.",LABEL_0,0.8036153316497803
zw0sZ8tXzxI,2 tygodnie temu,@1234FC,"""Czyny mówią głośniej niż słowa"" szkoda ze politycy tego nie rozumieją. Dzięki Panie Stanowski za tą pracę 😊",LABEL_0,0.7258883714675903
Y-gQEeSUDkg,1 miesiąc temu,@JM-id4hq,"​ @Dywizjon303-de3ol Bążur 
Pijcie wino 😂😂",LABEL_0,0.8802779912948608
AB5A2kMUpEo,1 miesiąc temu,@dzerytv502,Mądry facet ten Mentzen,LABEL_0,0.9135938882827759
-JH9onEuq9M,6 dni temu,@kubaj221,Joe Rogan do Kamali nie pojechał - a Stanowski do Trzaskowskiego owszem ;),LABEL_0,0.7549874186515808
2kcDXBHBFQ0,4 tygodnie temu,@mamziba,"Powinni wyłączać mikrofony w momencie, gdy mówi ktoś inny...",LABEL_0,0.6977837085723877
ssbRjaEMaYs,4 dni temu,@alucha6591,Polska zasługuje na Brauna bo ona jest zawsze Taja sama od pokoleń !! ale czy Polacy tez zasługują ? Rodacy budźcie się !! Nie zawiedzie !! Albo Braun albo Polski nie ma,LABEL_0,0.8936543464660645
fmZDMUajWto,4 tygodnie temu,@shootyt6803,Co tam robi starsza kobieta? Lepiej niech koło gospodyń prowadzi.,LABEL_0,0.9010558128356934
D-LSi_fUaK0,2 tygodnie temu,@sawekslawek584,Imigrację leganą można zakceptować ale to co się dzieje na granicach Unii Europejskiej to nie jest żadna imigracja  @okroted ,LABEL_0,0.9146754145622253
GHFXk0iKF64,1 dzień temu,@perfectbluexx,Zesrałaś się Małgosiu?,LABEL_0,0.6171923875808716
8Zy-iglLe4g,2 tygodnie temu,@MarsiVenus33,Dobre,LABEL_4,0.4188024401664734
30dDnzGc3ag,1 miesiąc temu,@neoprogamerpl312," @janekkowalski-ze2he  no właśnie tu jest pies pogrzebany. Bo z jednej strony sam program jak i tytuł pojawiający się na debacie brzmi ""Debata w Końskich 2025"" z drugiej strony w papierach i podczas samej debaty mówią że organizuje to sztab Rafała Trzaskowskiego. Tu faktycznie możemy się zgodzić że brakuje tu jasnego i widocznego oznaczenia kto jest organizatorem podczas samej debaty. Bo to powinno się oznaczać tak jak reklamy na YouTube.",LABEL_0,0.8534001111984253
8Zy-iglLe4g,2 tygodnie temu (edytowany),@24dMarcin,Boże miej nasz Kraj w opiece bo kandydaci nie znają życia od 10 do 10... Masakra. Hołownia- typowy prezenter w tvp... Nieuk i dzieciak... Jedynie Pan Stanowski mówi tutaj z zensem...😢 Płakać sie chce nad losem naszym i naszych dzieci😢... Przyszłość naszego pięknego kraju rysuje sie w bardzo ciemnych barwach,LABEL_0,0.6339275240898132
Vx5_YGvyhgY,3 tygodnie temu,@karvc2927,"Doceniam wszystko co robisz, jak obnażasz polską politykę i życzę ci abyś nie skończył jak Lepper.",LABEL_0,0.9045895338058472
P1VIeoKuv3k,1 dzień temu,@lokimanne1808,Braun,LABEL_5,0.7272433042526245
YM0zHIcBEwg,2 dni temu,@olowrohek9540,Czy Pan Radek S I Rafal T naleza do Grupy Bildelberg I Sorosa? Czyje polecenia wykonuje?,LABEL_0,0.78123539686203
RNJegyGxwFA,2 tygodnie temu,@Cory.and.Trevor,W konklawe również,LABEL_5,0.8546608090400696
IF1gc0GAgsk,1 miesiąc temu,@akilisimm,Ale dał się sprzątnąć Jakubowskiemu,LABEL_0,0.6349173188209534
YqfC1PvZtPg,4 tygodnie temu,@barbarastrabl9174,Hanba nie debaty.Jak sie  kandydatow nie wpuszcza na debaty!!!!!!!.Skandal nie debaty!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,LABEL_0,0.9340973496437073
RNJegyGxwFA,2 tygodnie temu,@timshelinbabilon,Z wypiekami na twarzy obejrzałam całą awanturę w TVP. Więcej proszę 😂,LABEL_2,0.5979512333869934
30dDnzGc3ag,1 miesiąc temu,@kamlot1989,Ale fakt to co odpietdalal na Filipinach to żenada 😅,LABEL_0,0.8883298635482788
990yN5U1o_I,13 dni temu,@barbaraszuda1396,😂😂😂😂,LABEL_0,0.3720957636833191
G7Rusqg2LqY,2 tygodnie temu,@sawertynn6308,"nie, bo jeszcze nie było drugiej tury
wygrał Kukiz",LABEL_5,0.6377503871917725
jn8vgVIm_cw,1 dzień temu,@malgorzatahajduk1595,Kto to jest  ten wredny facet co on sobą  reprezentuje,LABEL_0,0.9249311089515686
lYaBsmTXqkg,4 tygodnie temu,@mnichu2909,Prze uje😂😂😂😂,LABEL_0,0.8738943338394165
KiTg4fAf_zQ,1 miesiąc temu,@andrzejhahn8117,kolejna analna dziunia geja jarosława kaczyńskiego........................,LABEL_0,0.699780285358429
kNOy3z2kl68,1 miesiąc temu,@Dorota.Fantagiro,👍,LABEL_5,0.8867795467376709
7QAFj0G2N34,4 dni temu,@krzysztofkobus6406,"Nie ważne - państwowa, czy prywatna. Jedna i druga muszą wpuścić wszystkich kandydatów, ponieważ mają koncesje. Nie powtarzajcie tych kłamstw po mediach głównego ścieku, że nie muszą,",LABEL_0,0.8374589085578918
TJkV6bxiw9g,4 dni temu,@sashimomix5891,"i to jest ważne co Hołownia powiedział ""Mentzen umie w PODATKI"" poza nim nikt w to nie umie :/",LABEL_0,0.8781172037124634
SFbEawrM9fk,4 tygodnie temu,@lukasz.hd2il,"Jak Pani nie ma myślenia strategicznego ,rozwojowego, to współczuję.",LABEL_0,0.8427192568778992
K2lap6DAhbQ,4 tygodnie temu,@AdaAla,"Pan Stanowski jest głosem Polaków. Szkoda, że nie może mocniej...Zamknęliby jego kanał.",LABEL_0,0.5420060157775879
Vx5_YGvyhgY,3 tygodnie temu,@vladtepes99,Demokracja w Polsce to fikcja. Dziękuję,LABEL_0,0.47516652941703796
FAuWVKILK6U,4 dni temu,@ireneuszkowalski-km4ks,Aco ty załatwiłeś do tej pory tylko masz duża japę nic więcej.,LABEL_0,0.9200454354286194
EXGQSbG5CVg,6 dni temu,@arekarek-vj8mw,"@ No to napisałem, że musi poudawać troche prawicowca:D. Poza tym jest za przyjęciem euro w Polsce, popiera masową migrację, aborcję, zielony ład właśnie jest z niego prawdziwy lewicowiec",LABEL_0,0.9319667220115662
Q3mCysi5iWQ,1 miesiąc temu,@shahidaparvin8986,Can we all agree this creator deserves more recognition,LABEL_0,0.6792136430740356
acqYOuWJ2XE,4 dni temu,@EwaBrajner-Leonowicz,"Debatę wygrał Woch ,Jakubiak i Nawrocki (miał najtrudniejsze zadanie i dał radę bardzo dobrze!)",LABEL_4,0.7816314697265625
mDGdhM32fPE,1 miesiąc temu,@Bolek1906,"Jestem z prawicy, ale to jak Lewica sie budzi i widzi z kim sie brata to szacun. Zero szacunku i pokory u platformersa.",LABEL_0,0.914181113243103
HU_tOLI2Hvc,13 dni temu,@martinjackson574,Dziennikarze wszyscy wonn.Media są  nie POLSKIE.😢😢😢😢,LABEL_0,0.6665050983428955
2K0MIRUzPwI,2 tygodnie temu,@mmgg0608,"Gorzej jesli Czask uzna, że szanowny Pan się nadaje do zapakowania w kaftan.",LABEL_0,0.880679726600647
2fzXhEUMJNc,4 dni temu,@patrykpatyniuu4236,15:57  okularnik się się mondruje,LABEL_0,0.9085305333137512
WbAOafDzWJE,1 miesiąc temu,@jacentyleppek9342,"PROSTE  PYTANIE,BRAK ODPOWIEDZI.MAKAK LEWACKI",LABEL_5,0.6681599020957947
kU60gY5uIIk,2 dni temu,@krzysztofsienkiewicz999,Hahahahahahahjahhahahahahaja,LABEL_0,0.7570065259933472
SK8j0z_pUgg,1 miesiąc temu,@kazimierzdzieciolowski3256,Te debaty to były jaja,LABEL_0,0.6681259274482727
3C_GeLOrXDg,4 dni temu,@JolantaJurkowska-s9l,Na szczescie pani Senyszyn  na szczescie pani nie będzie prezydentem.,LABEL_0,0.8632208108901978
RNJegyGxwFA,12 dni temu,@zalek35,Czemu Rafał nie jest uśmiechnięty ...,LABEL_0,0.6657039523124695
-zVa1ibe11c,1 miesiąc temu,@Zdzisiaaa,Nigdy dupiarz nie będzie prezydentem naszego kraju!!!!!,LABEL_0,0.9102708101272583
7ML9uNOVyfA,1 miesiąc temu,@Krzysztof-g8b,"A gdzie Mentzen, Braun?",LABEL_0,0.5572518110275269
XA85sfEWnXo,4 dni temu,@vaelinh,"Natomiast Ty nie powinieneś być godny wypowiadania się publicznie na czyjkolwiek temat w momencie, kiedy nawet nazwiska jednego z kandydatów nie potrafisz napisać poprawnie. Idealne odzwierciedlenie aktualnego obrazka wyborców tych czasów. Dno, kilometr mułu i takie coś ma mieć realny wpływ na wybór głowy państwa xD",LABEL_0,0.9239403605461121
2kcDXBHBFQ0,4 tygodnie temu,@fansiatkowki4499,@UserName-kc3nh  ale ja o zupełnie czym innym piszę on ma i będzie miał wywalone ale sam nie ma nic do zaoferowania swojemu elektoratowi i cały czas na okrąglo wyzywa Mentzena. Jakim prawem? Niech się zajmie swoimi postulatami,LABEL_0,0.9219220876693726
kNOy3z2kl68,1 miesiąc temu (edytowany),@koala6497,Bartoszewicz przymuszał swoich studentów do przyjmowania wiadomych preparatów. Czynnie wspierał pozbawiania ludzi praw do wolności wyboru. Dla mnie jest spalony jako kandydat na prezydenta.,LABEL_0,0.9207887053489685
k2dYi3qlfpQ,1 dzień temu,@ukaszsuchy3424,Źle coś ten tenczowy Rafał wyglądał jakiś taki zmęczony 😀😅😂,LABEL_0,0.9019212126731873
ITOoSsfuYY0,2 tygodnie temu,@SalvatoreGiuliano1945,dokładnie i rudy pójdzie siedzieć,LABEL_0,0.6739528775215149
